"method","descrip","time.d","mean","se","sd","n"
"gdc","FI2",4.6,320.480116693254,15.231599926084,26.3819049525398,3
"gdc","FI2",6.8,336.059292020489,19.5634636432373,33.8849130021136,3
"gdc","FI2",11.1,358.836066792108,20.5862163624244,35.6563726753248,3
"gdc","FI2",14.8,357.61738752369,17.4555669631759,30.2339288551414,3
"gdc","FI2",20.1,360.425254093609,19.5060840137957,33.7855285686012,3
"gdc","FI2",31.1,364.125168497956,32.8802348543077,56.9502373324581,3
"gdc","FI3",0,0,0,0,3
"gdc","FI3",1,86.5463586355889,10.5495761520265,18.2724018936269,3
"gdc","FI3",1.8,213.498059595668,13.2002827915816,22.8635604692965,3
"gdc","FI3",3,321.559033319017,13.2058349112149,22.873177022591,3
"gdc","FI3",4.6,353.052805931077,8.4483108406872,14.6329036142052,3
"gdc","FI3",6.8,383.593676810164,12.6571328049764,21.9227970963659,3
"gdc","FI3",11.1,451.430715537663,14.2682327953275,24.7133041357278,3
"gdc","FI3",14.8,461.51935518764,15.9392049183017,27.6075127507503,3
"gdc","FI3",20.1,486.749641444661,15.9972177573896,27.7079939355419,3
"gdc","FI3",31.1,496.200674207096,46.3207828184206,80.2299492878679,3
